onset	duration	trial_type	value
11.198680877685547	20.01599907875061	Story	1.0
31.214680910110474	9.89099907875061	Silence	1.0
41.106679916381836	20.014999866485596	Noise	1.0
61.12267994880676	10.68999981880188	Silence	1.0
71.81467986106873	20.013999938964844	Story	1.0
91.83067989349365	10.556999921798706	Silence	1.0
102.38867998123169	20.014999866485596	Noise	1.0
122.40467977523804	9.84000015258789	Silence	1.0
132.24667978286743	20.013000011444092	Story	1.0
152.2616798877716	9.940000057220459	Silence	1.0
162.20168089866638	20.01599907875061	Noise	1.0
182.21867990493774	11.625	Silence	1.0
193.84567999839783	20.013999938964844	Noise	1.0
213.86067986488342	10.157999992370605	Silence	1.0
224.01967978477478	20.014000177383423	Story	1.0
244.03467988967896	10.256999969482422	Silence	1.0
254.29367995262146	20.014999866485596	Story	1.0
274.3096799850464	10.35699987411499	Silence	1.0
284.66767978668213	20.014000177383423	Noise	1.0
304.6826798915863	9.808000087738037	Silence	1.0
314.4916799068451	20.013999938964844	Noise	1.0
334.5066797733307	9.974000215530396	Silence	1.0
344.4826798439026	20.013999938964844	Story	1.0
364.49767994880676	10.307999849319458	Silence	1.0
374.80667996406555	20.013999938964844	Story	1.0
394.8226799964905	10.690999984741211	Silence	1.0
405.51467990875244	20.014999866485596	Noise	1.0
425.53067994117737	10.122999906539917	Silence	1.0
435.65467977523804	20.015000104904175	Story	1.0
455.67067980766296	9.506999969482422	Silence	1.0
