onset	duration	trial_type	value
10.460514307022095	20.015999794006348	Story	1.0
30.477514266967773	9.490000009536743	Silence	1.0
39.96751523017883	19.999999046325684	Noise	1.0
59.96851420402527	9.956000089645386	Silence	1.0
69.9255142211914	20.0	Story	1.0
89.92651414871216	10.273000001907349	Silence	1.0
100.19951510429382	20.00299906730652	Noise	1.0
120.2035140991211	10.569000005722046	Silence	1.0
130.77351427078247	20.000999927520752	Story	1.0
150.77551412582397	10.575999975204468	Silence	1.0
161.35251426696777	20.013999938964844	Noise	1.0
181.36751413345337	9.521000146865845	Silence	1.0
190.88951420783997	20.000999927520752	Story	1.0
210.89151430130005	10.226999998092651	Silence	1.0
221.11851525306702	20.016999006271362	Noise	1.0
241.13651418685913	10.10700011253357	Silence	1.0
251.24451422691345	20.016000032424927	Story	1.0
271.2605152130127	10.370999097824097	Silence	1.0
281.6315152645111	20.001998901367188	Noise	1.0
301.63451409339905	10.376000165939331	Silence	1.0
312.01151418685913	19.999000072479248	Story	1.0
332.01151418685913	10.407999992370605	Silence	1.0
342.4205141067505	19.999000072479248	Noise	1.0
362.4205141067505	9.34000015258789	Silence	1.0
371.76151418685913	19.999000072479248	Noise	1.0
391.76151418685913	11.025000095367432	Silence	1.0
402.7865152359009	19.999999046325684	Story	1.0
422.7865152359009	10.239999055862427	Silence	1.0
433.02751421928406	20.000999927520752	Story	1.0
453.02951431274414	10.037999868392944	Silence	1.0
