onset	duration	trial_type	value
12.484735488891602	20.015999794006348	Story	1.0
32.500736474990845	10.774998903274536	Silence	1.0
43.27673530578613	20.015000104904175	Noise	1.0
63.29273533821106	9.50600004196167	Silence	1.0
72.79973530769348	20.015000104904175	Story	1.0
92.81573534011841	9.457000017166138	Silence	1.0
102.2737352848053	20.015000104904175	Noise	1.0
122.28973531723022	10.039999961853027	Silence	1.0
132.33073544502258	20.016000032424927	Story	1.0
152.34773540496826	8.989000082015991	Silence	1.0
161.337735414505	20.013999938964844	Noise	1.0
181.35373544692993	10.306999921798706	Silence	1.0
191.6617352962494	20.015000104904175	Noise	1.0
211.67773532867432	10.223999977111816	Silence	1.0
221.90273547172546	20.014999866485596	Story	1.0
241.9187352657318	10.891000032424927	Silence	1.0
252.81073546409607	20.013999938964844	Story	1.0
272.8267352581024	10.02400016784668	Silence	1.0
282.85173535346985	20.015000104904175	Noise	1.0
302.8677353858948	9.773000001907349	Silence	1.0
312.6417353153229	20.015000104904175	Noise	1.0
332.6577353477478	10.740999937057495	Silence	1.0
343.39973545074463	20.014999866485596	Story	1.0
363.41573548316956	9.406999826431274	Silence	1.0
372.82373547554016	20.013999938964844	Story	1.0
392.83873534202576	10.157999992370605	Silence	1.0
402.9977352619171	20.015000104904175	Noise	1.0
423.01373529434204	9.106000185012817	Silence	1.0
432.1207354068756	20.014999866485596	Story	1.0
452.13673543930054	10.207000017166138	Silence	1.0
