onset	duration	trial_type	value
11.050698041915894	20.016999006271362	Story	1.0
31.067698001861572	10.288999080657959	Silence	1.0
41.35769701004028	20.015000104904175	Noise	1.0
61.37369704246521	10.069000005722046	Silence	1.0
71.44369697570801	20.022000074386597	Story	1.0
91.46669697761536	10.009000062942505	Silence	1.0
101.47669696807861	20.02300000190735	Noise	1.0
121.5006971359253	9.222999811172485	Silence	1.0
130.7246971130371	20.01099991798401	Story	1.0
150.73669695854187	9.558000087738037	Silence	1.0
160.29569697380066	20.02900004386902	Noise	1.0
180.32569694519043	10.182000160217285	Silence	1.0
190.50869703292847	20.026000022888184	Noise	1.0
210.5356969833374	9.891999959945679	Silence	1.0
220.4286971092224	20.018999814987183	Story	1.0
240.44869709014893	9.914000034332275	Silence	1.0
250.3646969795227	20.016000032424927	Story	1.0
270.3816969394684	9.814000129699707	Silence	1.0
280.19669699668884	20.013000011444092	Noise	1.0
300.2106969356537	9.696000099182129	Silence	1.0
309.90769696235657	20.01200008392334	Noise	1.0
329.92069697380066	10.034000158309937	Silence	1.0
339.9566969871521	20.0	Story	1.0
359.95769715309143	9.929999828338623	Silence	1.0
369.88969707489014	20.013000011444092	Story	1.0
389.903697013855	10.756999969482422	Silence	1.0
400.66169714927673	20.007999897003174	Noise	1.0
420.67069697380066	10.108000040054321	Silence	1.0
430.77969694137573	20.011000156402588	Story	1.0
450.7916970252991	9.526999950408936	Silence	1.0
