onset	duration	trial_type	value
11.627166986465454	20.01499915122986	Story	1.0
31.643166065216064	9.539999961853027	Silence	1.0
41.184165954589844	20.015000104904175	Noise	1.0
61.20016598701477	8.856000185012817	Silence	1.0
70.05816602706909	20.013999938964844	Story	1.0
90.07416605949402	9.83899998664856	Silence	1.0
99.91516613960266	20.014999866485596	Noise	1.0
119.93116617202759	10.68999981880188	Silence	1.0
130.62316608428955	20.013999938964844	Story	1.0
150.63816595077515	9.707000017166138	Silence	1.0
160.34716606140137	20.015000104904175	Noise	1.0
180.3631660938263	10.940000057220459	Silence	1.0
191.3041660785675	19.999000072479248	Noise	1.0
211.3041660785675	10.17300009727478	Silence	1.0
221.4791660308838	20.015000104904175	Story	1.0
241.49516606330872	9.773000001907349	Silence	1.0
251.26916599273682	20.015000104904175	Story	1.0
271.28516602516174	10.473999977111816	Silence	1.0
281.76116609573364	20.013999938964844	Noise	1.0
301.77616596221924	10.824000120162964	Silence	1.0
312.60116600990295	20.015000104904175	Noise	1.0
332.6171660423279	9.874000072479248	Silence	1.0
342.4921660423279	20.015000104904175	Story	1.0
362.5081660747528	9.622999906539917	Silence	1.0
372.1331660747528	20.013999938964844	Story	1.0
392.148166179657	10.239999771118164	Silence	1.0
402.39016604423523	20.015000104904175	Noise	1.0
422.40616607666016	10.740999937057495	Silence	1.0
433.148166179657	20.014999866485596	Story	1.0
453.16416597366333	9.50600004196167	Silence	1.0
