onset	duration	trial_type	value
10.811010837554932	19.999000072479248	Story	1.0
30.81101083755493	9.740000009536743	Silence	1.0
40.55101180076599	20.01599907875061	Noise	1.0
60.56801080703735	9.406000137329102	Silence	1.0
69.97601079940796	20.015000104904175	Story	1.0
89.99201083183289	8.989000082015991	Silence	1.0
98.98201084136963	20.015000104904175	Noise	1.0
118.99901080131531	9.740000009536743	Silence	1.0
128.74001097679138	20.013999938964844	Story	1.0
148.75501084327698	9.940999984741211	Silence	1.0
158.69701099395752	20.013999938964844	Noise	1.0
178.71201086044312	10.039999961853027	Silence	1.0
188.75301098823547	20.0	Noise	1.0
208.75401091575623	10.339999914169312	Silence	1.0
219.09501099586487	20.014999866485596	Story	1.0
239.11101078987122	9.873000144958496	Silence	1.0
248.98501086235046	20.015000104904175	Story	1.0
269.0010108947754	11.007999897003174	Silence	1.0
280.0100109577179	20.016000032424927	Noise	1.0
300.0270109176636	10.639999866485596	Silence	1.0
310.6680109500885	20.014999866485596	Noise	1.0
330.6840109825134	9.672999858856201	Silence	1.0
340.35801100730896	20.014999866485596	Story	1.0
360.3740108013153	9.891000032424927	Silence	1.0
370.26601099967957	20.014999866485596	Story	1.0
390.2820107936859	9.022000074386597	Silence	1.0
399.30501079559326	20.016000032424927	Noise	1.0
419.3220109939575	10.422999858856201	Silence	1.0
429.7470109462738	20.013999938964844	Story	1.0
449.76301097869873	10.43999981880188	Silence	1.0
