name	type	source	detector	wavelength_nominal	units
M003S02-M003D01-905.0-mean	MISC	M003S02	M003D01	905.0	ps
M003S02-M003D01-905.0-variance	MISC	M003S02	M003D01	905.0	ps^2
M003S02-M003D02-690.0-sum	MISC	M003S02	M003D02	690.0	
M003S02-M003D02-690.0-mean	MISC	M003S02	M003D02	690.0	ps
M003S02-M003D02-690.0-variance	MISC	M003S02	M003D02	690.0	ps^2
M003S02-M003D02-905.0-sum	MISC	M003S02	M003D02	905.0	
M003S02-M003D02-905.0-mean	MISC	M003S02	M003D02	905.0	ps
M003S02-M003D02-905.0-variance	MISC	M003S02	M003D02	905.0	ps^2
M003S02-M003D03-690.0-sum	MISC	M003S02	M003D03	690.0	
M003S02-M003D03-690.0-mean	MISC	M003S02	M003D03	690.0	ps
M003S02-M003D03-690.0-variance	MISC	M003S02	M003D03	690.0	ps^2
M003S02-M003D03-905.0-sum	MISC	M003S02	M003D03	905.0	
M003S02-M003D03-905.0-mean	MISC	M003S02	M003D03	905.0	ps
M003S02-M003D03-905.0-variance	MISC	M003S02	M003D03	905.0	ps^2
M003S02-M003D04-690.0-sum	MISC	M003S02	M003D04	690.0	
M003S02-M003D04-690.0-mean	MISC	M003S02	M003D04	690.0	ps
M003S02-M003D04-690.0-variance	MISC	M003S02	M003D04	690.0	ps^2
M003S02-M003D04-905.0-sum	MISC	M003S02	M003D04	905.0	
M003S02-M003D04-905.0-mean	MISC	M003S02	M003D04	905.0	ps
M003S02-M003D04-905.0-variance	MISC	M003S02	M003D04	905.0	ps^2
M003S02-M003D05-690.0-sum	MISC	M003S02	M003D05	690.0	
M003S02-M003D05-690.0-mean	MISC	M003S02	M003D05	690.0	ps
M003S02-M003D05-690.0-variance	MISC	M003S02	M003D05	690.0	ps^2
M003S02-M003D05-905.0-sum	MISC	M003S02	M003D05	905.0	
M003S02-M003D05-905.0-mean	MISC	M003S02	M003D05	905.0	ps
M003S02-M003D05-905.0-variance	MISC	M003S02	M003D05	905.0	ps^2
M003S02-M005D04-690.0-sum	MISC	M003S02	M005D04	690.0	
M003S02-M005D04-690.0-mean	MISC	M003S02	M005D04	690.0	ps
M003S02-M005D04-690.0-variance	MISC	M003S02	M005D04	690.0	ps^2
M003S02-M005D04-905.0-sum	MISC	M003S02	M005D04	905.0	
M003S02-M005D04-905.0-mean	MISC	M003S02	M005D04	905.0	ps
M003S02-M005D04-905.0-variance	MISC	M003S02	M005D04	905.0	ps^2
M003S02-M007D04-690.0-sum	MISC	M003S02	M007D04	690.0	
M003S02-M007D04-690.0-mean	MISC	M003S02	M007D04	690.0	ps
M003S02-M007D04-690.0-variance	MISC	M003S02	M007D04	690.0	ps^2
M003S02-M007D04-905.0-sum	MISC	M003S02	M007D04	905.0	
M003S02-M007D04-905.0-mean	MISC	M003S02	M007D04	905.0	ps
M003S02-M007D04-905.0-variance	MISC	M003S02	M007D04	905.0	ps^2
M003S02-M007D05-690.0-sum	MISC	M003S02	M007D05	690.0	
M003S02-M007D05-690.0-mean	MISC	M003S02	M007D05	690.0	ps
M003S02-M007D05-690.0-variance	MISC	M003S02	M007D05	690.0	ps^2
M003S02-M007D05-905.0-sum	MISC	M003S02	M007D05	905.0	
M003S02-M007D05-905.0-mean	MISC	M003S02	M007D05	905.0	ps
M003S02-M007D05-905.0-variance	MISC	M003S02	M007D05	905.0	ps^2
M004S00-M002D00-690.0-sum	MISC	M004S00	M002D00	690.0	
M004S00-M002D00-690.0-mean	MISC	M004S00	M002D00	690.0	ps
M004S00-M002D00-690.0-variance	MISC	M004S00	M002D00	690.0	ps^2
M004S00-M002D00-905.0-sum	MISC	M004S00	M002D00	905.0	
M004S00-M002D00-905.0-mean	MISC	M004S00	M002D00	905.0	ps
M004S00-M002D00-905.0-variance	MISC	M004S00	M002D00	905.0	ps^2
M004S00-M002D04-690.0-sum	MISC	M004S00	M002D04	690.0	
M004S00-M002D04-690.0-mean	MISC	M004S00	M002D04	690.0	ps
M004S00-M002D04-690.0-variance	MISC	M004S00	M002D04	690.0	ps^2
M004S00-M002D04-905.0-sum	MISC	M004S00	M002D04	905.0	
M004S00-M002D04-905.0-mean	MISC	M004S00	M002D04	905.0	ps
M004S00-M002D04-905.0-variance	MISC	M004S00	M002D04	905.0	ps^2
M004S00-M002D05-690.0-sum	MISC	M004S00	M002D05	690.0	
M004S00-M002D05-690.0-mean	MISC	M004S00	M002D05	690.0	ps
M004S00-M002D05-690.0-variance	MISC	M004S00	M002D05	690.0	ps^2
M004S00-M002D05-905.0-sum	MISC	M004S00	M002D05	905.0	
M004S00-M002D05-905.0-mean	MISC	M004S00	M002D05	905.0	ps
M004S00-M002D05-905.0-variance	MISC	M004S00	M002D05	905.0	ps^2
M004S00-M004D00-690.0-sum	MISC	M004S00	M004D00	690.0	
M004S00-M004D00-690.0-mean	MISC	M004S00	M004D00	690.0	ps
M004S00-M004D00-690.0-variance	MISC	M004S00	M004D00	690.0	ps^2
M004S00-M004D00-905.0-sum	MISC	M004S00	M004D00	905.0	
M004S00-M004D00-905.0-mean	MISC	M004S00	M004D00	905.0	ps
M004S00-M004D00-905.0-variance	MISC	M004S00	M004D00	905.0	ps^2
M004S00-M004D01-690.0-sum	MISC	M004S00	M004D01	690.0	
M004S00-M004D01-690.0-mean	MISC	M004S00	M004D01	690.0	ps
M004S00-M004D01-690.0-variance	MISC	M004S00	M004D01	690.0	ps^2
M004S00-M004D01-905.0-sum	MISC	M004S00	M004D01	905.0	
M004S00-M004D01-905.0-mean	MISC	M004S00	M004D01	905.0	ps
M004S00-M004D01-905.0-variance	MISC	M004S00	M004D01	905.0	ps^2
M004S00-M004D02-690.0-sum	MISC	M004S00	M004D02	690.0	
M004S00-M004D02-690.0-mean	MISC	M004S00	M004D02	690.0	ps
M004S00-M004D02-690.0-variance	MISC	M004S00	M004D02	690.0	ps^2
M004S00-M004D02-905.0-sum	MISC	M004S00	M004D02	905.0	
M004S00-M004D02-905.0-mean	MISC	M004S00	M004D02	905.0	ps
M004S00-M004D02-905.0-variance	MISC	M004S00	M004D02	905.0	ps^2
M004S00-M004D03-690.0-sum	MISC	M004S00	M004D03	690.0	
M004S00-M004D03-690.0-mean	MISC	M004S00	M004D03	690.0	ps
M004S00-M004D03-690.0-variance	MISC	M004S00	M004D03	690.0	ps^2
M004S00-M004D03-905.0-sum	MISC	M004S00	M004D03	905.0	
M004S00-M004D03-905.0-mean	MISC	M004S00	M004D03	905.0	ps
M004S00-M004D03-905.0-variance	MISC	M004S00	M004D03	905.0	ps^2
M004S00-M004D04-690.0-sum	MISC	M004S00	M004D04	690.0	
M004S00-M004D04-690.0-mean	MISC	M004S00	M004D04	690.0	ps
M004S00-M004D04-690.0-variance	MISC	M004S00	M004D04	690.0	ps^2
M004S00-M004D04-905.0-sum	MISC	M004S00	M004D04	905.0	
M004S00-M004D04-905.0-mean	MISC	M004S00	M004D04	905.0	ps
M004S00-M004D04-905.0-variance	MISC	M004S00	M004D04	905.0	ps^2
M004S00-M004D05-690.0-sum	MISC	M004S00	M004D05	690.0	
M004S00-M004D05-690.0-mean	MISC	M004S00	M004D05	690.0	ps
M004S00-M004D05-690.0-variance	MISC	M004S00	M004D05	690.0	ps^2
M004S00-M004D05-905.0-sum	MISC	M004S00	M004D05	905.0	
M004S00-M004D05-905.0-mean	MISC	M004S00	M004D05	905.0	ps
M004S00-M004D05-905.0-variance	MISC	M004S00	M004D05	905.0	ps^2
M004S00-M006D01-690.0-sum	MISC	M004S00	M006D01	690.0	
M004S00-M006D01-690.0-mean	MISC	M004S00	M006D01	690.0	ps
M004S00-M006D01-690.0-variance	MISC	M004S00	M006D01	690.0	ps^2
M004S00-M006D01-905.0-sum	MISC	M004S00	M006D01	905.0	
M004S00-M006D01-905.0-mean	MISC	M004S00	M006D01	905.0	ps
M004S00-M006D01-905.0-variance	MISC	M004S00	M006D01	905.0	ps^2
M004S00-M006D02-690.0-sum	MISC	M004S00	M006D02	690.0	
M004S00-M006D02-690.0-mean	MISC	M004S00	M006D02	690.0	ps
M004S00-M006D02-690.0-variance	MISC	M004S00	M006D02	690.0	ps^2
M004S00-M006D02-905.0-sum	MISC	M004S00	M006D02	905.0	
M004S00-M006D02-905.0-mean	MISC	M004S00	M006D02	905.0	ps
M004S00-M006D02-905.0-variance	MISC	M004S00	M006D02	905.0	ps^2
M004S00-M008D03-690.0-sum	MISC	M004S00	M008D03	690.0	
M004S00-M008D03-690.0-mean	MISC	M004S00	M008D03	690.0	ps
M004S00-M008D03-690.0-variance	MISC	M004S00	M008D03	690.0	ps^2
M004S00-M008D03-905.0-sum	MISC	M004S00	M008D03	905.0	
M004S00-M008D03-905.0-mean	MISC	M004S00	M008D03	905.0	ps
M004S00-M008D03-905.0-variance	MISC	M004S00	M008D03	905.0	ps^2
M004S00-M008D04-690.0-sum	MISC	M004S00	M008D04	690.0	
M004S00-M008D04-690.0-mean	MISC	M004S00	M008D04	690.0	ps
M004S00-M008D04-690.0-variance	MISC	M004S00	M008D04	690.0	ps^2
M004S00-M008D04-905.0-sum	MISC	M004S00	M008D04	905.0	
M004S00-M008D04-905.0-mean	MISC	M004S00	M008D04	905.0	ps
M004S00-M008D04-905.0-variance	MISC	M004S00	M008D04	905.0	ps^2
M004S00-M008D05-690.0-sum	MISC	M004S00	M008D05	690.0	
M004S00-M008D05-690.0-mean	MISC	M004S00	M008D05	690.0	ps
M004S00-M008D05-690.0-variance	MISC	M004S00	M008D05	690.0	ps^2
M004S00-M008D05-905.0-sum	MISC	M004S00	M008D05	905.0	
M004S00-M008D05-905.0-mean	MISC	M004S00	M008D05	905.0	ps
M004S00-M008D05-905.0-variance	MISC	M004S00	M008D05	905.0	ps^2
M004S01-M000D02-690.0-sum	MISC	M004S01	M000D02	690.0	
M004S01-M000D02-690.0-mean	MISC	M004S01	M000D02	690.0	ps
M004S01-M000D02-690.0-variance	MISC	M004S01	M000D02	690.0	ps^2
M004S01-M000D02-905.0-sum	MISC	M004S01	M000D02	905.0	
M004S01-M000D02-905.0-mean	MISC	M004S01	M000D02	905.0	ps
M004S01-M000D02-905.0-variance	MISC	M004S01	M000D02	905.0	ps^2
M004S01-M000D03-690.0-sum	MISC	M004S01	M000D03	690.0	
M004S01-M000D03-690.0-mean	MISC	M004S01	M000D03	690.0	ps
M004S01-M000D03-690.0-variance	MISC	M004S01	M000D03	690.0	ps^2
M004S01-M000D03-905.0-sum	MISC	M004S01	M000D03	905.0	
M004S01-M000D03-905.0-mean	MISC	M004S01	M000D03	905.0	ps
M004S01-M000D03-905.0-variance	MISC	M004S01	M000D03	905.0	ps^2
M004S01-M001D02-690.0-sum	MISC	M004S01	M001D02	690.0	
M004S01-M001D02-690.0-mean	MISC	M004S01	M001D02	690.0	ps
M004S01-M001D02-690.0-variance	MISC	M004S01	M001D02	690.0	ps^2
M004S01-M001D02-905.0-sum	MISC	M004S01	M001D02	905.0	
M004S01-M001D02-905.0-mean	MISC	M004S01	M001D02	905.0	ps
M004S01-M001D02-905.0-variance	MISC	M004S01	M001D02	905.0	ps^2
M004S01-M001D03-690.0-sum	MISC	M004S01	M001D03	690.0	
M004S01-M001D03-690.0-mean	MISC	M004S01	M001D03	690.0	ps
M004S01-M001D03-690.0-variance	MISC	M004S01	M001D03	690.0	ps^2
M004S01-M001D03-905.0-sum	MISC	M004S01	M001D03	905.0	
M004S01-M001D03-905.0-mean	MISC	M004S01	M001D03	905.0	ps
M004S01-M001D03-905.0-variance	MISC	M004S01	M001D03	905.0	ps^2
M004S01-M001D04-690.0-sum	MISC	M004S01	M001D04	690.0	
M004S01-M001D04-690.0-mean	MISC	M004S01	M001D04	690.0	ps
M004S01-M001D04-690.0-variance	MISC	M004S01	M001D04	690.0	ps^2
M004S01-M001D04-905.0-sum	MISC	M004S01	M001D04	905.0	
M004S01-M001D04-905.0-mean	MISC	M004S01	M001D04	905.0	ps
M004S01-M001D04-905.0-variance	MISC	M004S01	M001D04	905.0	ps^2
M004S01-M001D05-690.0-sum	MISC	M004S01	M001D05	690.0	
M004S01-M001D05-690.0-mean	MISC	M004S01	M001D05	690.0	ps
M004S01-M001D05-690.0-variance	MISC	M004S01	M001D05	690.0	ps^2
M004S01-M001D05-905.0-sum	MISC	M004S01	M001D05	905.0	
M004S01-M001D05-905.0-mean	MISC	M004S01	M001D05	905.0	ps
M004S01-M001D05-905.0-variance	MISC	M004S01	M001D05	905.0	ps^2
M004S01-M002D03-690.0-sum	MISC	M004S01	M002D03	690.0	
M004S01-M002D03-690.0-mean	MISC	M004S01	M002D03	690.0	ps
M004S01-M002D03-690.0-variance	MISC	M004S01	M002D03	690.0	ps^2
M004S01-M002D03-905.0-sum	MISC	M004S01	M002D03	905.0	
M004S01-M002D03-905.0-mean	MISC	M004S01	M002D03	905.0	ps
M004S01-M002D03-905.0-variance	MISC	M004S01	M002D03	905.0	ps^2
M004S01-M002D04-690.0-sum	MISC	M004S01	M002D04	690.0	
M004S01-M002D04-690.0-mean	MISC	M004S01	M002D04	690.0	ps
M004S01-M002D04-690.0-variance	MISC	M004S01	M002D04	690.0	ps^2
M004S01-M002D04-905.0-sum	MISC	M004S01	M002D04	905.0	
M004S01-M002D04-905.0-mean	MISC	M004S01	M002D04	905.0	ps
M004S01-M002D04-905.0-variance	MISC	M004S01	M002D04	905.0	ps^2
M004S01-M002D05-690.0-sum	MISC	M004S01	M002D05	690.0	
M004S01-M002D05-690.0-mean	MISC	M004S01	M002D05	690.0	ps
M004S01-M002D05-690.0-variance	MISC	M004S01	M002D05	690.0	ps^2
M004S01-M002D05-905.0-sum	MISC	M004S01	M002D05	905.0	
M004S01-M002D05-905.0-mean	MISC	M004S01	M002D05	905.0	ps
M004S01-M002D05-905.0-variance	MISC	M004S01	M002D05	905.0	ps^2
M004S01-M004D00-690.0-sum	MISC	M004S01	M004D00	690.0	
M004S01-M004D00-690.0-mean	MISC	M004S01	M004D00	690.0	ps
M004S01-M004D00-690.0-variance	MISC	M004S01	M004D00	690.0	ps^2
M004S01-M004D00-905.0-sum	MISC	M004S01	M004D00	905.0	
M004S01-M004D00-905.0-mean	MISC	M004S01	M004D00	905.0	ps
M004S01-M004D00-905.0-variance	MISC	M004S01	M004D00	905.0	ps^2
M004S01-M004D01-690.0-sum	MISC	M004S01	M004D01	690.0	
M004S01-M004D01-690.0-mean	MISC	M004S01	M004D01	690.0	ps
M004S01-M004D01-690.0-variance	MISC	M004S01	M004D01	690.0	ps^2
M004S01-M004D01-905.0-sum	MISC	M004S01	M004D01	905.0	
M004S01-M004D01-905.0-mean	MISC	M004S01	M004D01	905.0	ps
M004S01-M004D01-905.0-variance	MISC	M004S01	M004D01	905.0	ps^2
M004S01-M004D02-690.0-sum	MISC	M004S01	M004D02	690.0	
M004S01-M004D02-690.0-mean	MISC	M004S01	M004D02	690.0	ps
M004S01-M004D02-690.0-variance	MISC	M004S01	M004D02	690.0	ps^2
M004S01-M004D02-905.0-sum	MISC	M004S01	M004D02	905.0	
M004S01-M004D02-905.0-mean	MISC	M004S01	M004D02	905.0	ps
M004S01-M004D02-905.0-variance	MISC	M004S01	M004D02	905.0	ps^2
M004S01-M004D03-690.0-sum	MISC	M004S01	M004D03	690.0	
M004S01-M004D03-690.0-mean	MISC	M004S01	M004D03	690.0	ps
M004S01-M004D03-690.0-variance	MISC	M004S01	M004D03	690.0	ps^2
M004S01-M004D03-905.0-sum	MISC	M004S01	M004D03	905.0	
M004S01-M004D03-905.0-mean	MISC	M004S01	M004D03	905.0	ps
M004S01-M004D03-905.0-variance	MISC	M004S01	M004D03	905.0	ps^2
M004S01-M004D04-690.0-sum	MISC	M004S01	M004D04	690.0	
M004S01-M004D04-690.0-mean	MISC	M004S01	M004D04	690.0	ps
M004S01-M004D04-690.0-variance	MISC	M004S01	M004D04	690.0	ps^2
M004S01-M004D04-905.0-sum	MISC	M004S01	M004D04	905.0	
M004S01-M004D04-905.0-mean	MISC	M004S01	M004D04	905.0	ps
M004S01-M004D04-905.0-variance	MISC	M004S01	M004D04	905.0	ps^2
M004S01-M004D05-690.0-sum	MISC	M004S01	M004D05	690.0	
M004S01-M004D05-690.0-mean	MISC	M004S01	M004D05	690.0	ps
M004S01-M004D05-690.0-variance	MISC	M004S01	M004D05	690.0	ps^2
M004S01-M004D05-905.0-sum	MISC	M004S01	M004D05	905.0	
M004S01-M004D05-905.0-mean	MISC	M004S01	M004D05	905.0	ps
M004S01-M004D05-905.0-variance	MISC	M004S01	M004D05	905.0	ps^2
M004S02-M001D02-690.0-sum	MISC	M004S02	M001D02	690.0	
M004S02-M001D02-690.0-mean	MISC	M004S02	M001D02	690.0	ps
M004S02-M001D02-690.0-variance	MISC	M004S02	M001D02	690.0	ps^2
M004S02-M001D02-905.0-sum	MISC	M004S02	M001D02	905.0	
M004S02-M001D02-905.0-mean	MISC	M004S02	M001D02	905.0	ps
M004S02-M001D02-905.0-variance	MISC	M004S02	M001D02	905.0	ps^2
M004S02-M001D03-690.0-sum	MISC	M004S02	M001D03	690.0	
M004S02-M001D03-690.0-mean	MISC	M004S02	M001D03	690.0	ps
M004S02-M001D03-690.0-variance	MISC	M004S02	M001D03	690.0	ps^2
M004S02-M001D03-905.0-sum	MISC	M004S02	M001D03	905.0	
M004S02-M001D03-905.0-mean	MISC	M004S02	M001D03	905.0	ps
M004S02-M001D03-905.0-variance	MISC	M004S02	M001D03	905.0	ps^2
M004S02-M004D00-690.0-sum	MISC	M004S02	M004D00	690.0	
M004S02-M004D00-690.0-mean	MISC	M004S02	M004D00	690.0	ps
M004S02-M004D00-690.0-variance	MISC	M004S02	M004D00	690.0	ps^2
M004S02-M004D00-905.0-sum	MISC	M004S02	M004D00	905.0	
M004S02-M004D00-905.0-mean	MISC	M004S02	M004D00	905.0	ps
M004S02-M004D00-905.0-variance	MISC	M004S02	M004D00	905.0	ps^2
M004S02-M004D01-690.0-sum	MISC	M004S02	M004D01	690.0	
M004S02-M004D01-690.0-mean	MISC	M004S02	M004D01	690.0	ps
M004S02-M004D01-690.0-variance	MISC	M004S02	M004D01	690.0	ps^2
M004S02-M004D01-905.0-sum	MISC	M004S02	M004D01	905.0	
M004S02-M004D01-905.0-mean	MISC	M004S02	M004D01	905.0	ps
M004S02-M004D01-905.0-variance	MISC	M004S02	M004D01	905.0	ps^2
M004S02-M004D02-690.0-sum	MISC	M004S02	M004D02	690.0	
M004S02-M004D02-690.0-mean	MISC	M004S02	M004D02	690.0	ps
M004S02-M004D02-690.0-variance	MISC	M004S02	M004D02	690.0	ps^2
M004S02-M004D02-905.0-sum	MISC	M004S02	M004D02	905.0	
M004S02-M004D02-905.0-mean	MISC	M004S02	M004D02	905.0	ps
M004S02-M004D02-905.0-variance	MISC	M004S02	M004D02	905.0	ps^2
M004S02-M004D03-690.0-sum	MISC	M004S02	M004D03	690.0	
M004S02-M004D03-690.0-mean	MISC	M004S02	M004D03	690.0	ps
M004S02-M004D03-690.0-variance	MISC	M004S02	M004D03	690.0	ps^2
M004S02-M004D03-905.0-sum	MISC	M004S02	M004D03	905.0	
M004S02-M004D03-905.0-mean	MISC	M004S02	M004D03	905.0	ps
M004S02-M004D03-905.0-variance	MISC	M004S02	M004D03	905.0	ps^2
M004S02-M004D04-690.0-sum	MISC	M004S02	M004D04	690.0	
M004S02-M004D04-690.0-mean	MISC	M004S02	M004D04	690.0	ps
M004S02-M004D04-690.0-variance	MISC	M004S02	M004D04	690.0	ps^2
M004S02-M004D04-905.0-sum	MISC	M004S02	M004D04	905.0	
M004S02-M004D04-905.0-mean	MISC	M004S02	M004D04	905.0	ps
M004S02-M004D04-905.0-variance	MISC	M004S02	M004D04	905.0	ps^2
M004S02-M004D05-690.0-sum	MISC	M004S02	M004D05	690.0	
M004S02-M004D05-690.0-mean	MISC	M004S02	M004D05	690.0	ps
M004S02-M004D05-690.0-variance	MISC	M004S02	M004D05	690.0	ps^2
M004S02-M004D05-905.0-sum	MISC	M004S02	M004D05	905.0	
M004S02-M004D05-905.0-mean	MISC	M004S02	M004D05	905.0	ps
M004S02-M004D05-905.0-variance	MISC	M004S02	M004D05	905.0	ps^2
M004S02-M010D03-690.0-sum	MISC	M004S02	M010D03	690.0	
M004S02-M010D03-690.0-mean	MISC	M004S02	M010D03	690.0	ps
M004S02-M010D03-690.0-variance	MISC	M004S02	M010D03	690.0	ps^2
M004S02-M010D03-905.0-sum	MISC	M004S02	M010D03	905.0	
M004S02-M010D03-905.0-mean	MISC	M004S02	M010D03	905.0	ps
M004S02-M010D03-905.0-variance	MISC	M004S02	M010D03	905.0	ps^2
M004S02-M010D04-690.0-sum	MISC	M004S02	M010D04	690.0	
M004S02-M010D04-690.0-mean	MISC	M004S02	M010D04	690.0	ps
M004S02-M010D04-690.0-variance	MISC	M004S02	M010D04	690.0	ps^2
M004S02-M010D04-905.0-sum	MISC	M004S02	M010D04	905.0	
M004S02-M010D04-905.0-mean	MISC	M004S02	M010D04	905.0	ps
M004S02-M010D04-905.0-variance	MISC	M004S02	M010D04	905.0	ps^2
M005S00-M003D00-690.0-sum	MISC	M005S00	M003D00	690.0	
M005S00-M003D00-690.0-mean	MISC	M005S00	M003D00	690.0	ps
M005S00-M003D00-690.0-variance	MISC	M005S00	M003D00	690.0	ps^2
M005S00-M003D00-905.0-sum	MISC	M005S00	M003D00	905.0	
M005S00-M003D00-905.0-mean	MISC	M005S00	M003D00	905.0	ps
M005S00-M003D00-905.0-variance	MISC	M005S00	M003D00	905.0	ps^2
M005S00-M003D01-690.0-sum	MISC	M005S00	M003D01	690.0	
M005S00-M003D01-690.0-mean	MISC	M005S00	M003D01	690.0	ps
M005S00-M003D01-690.0-variance	MISC	M005S00	M003D01	690.0	ps^2
M005S00-M003D01-905.0-sum	MISC	M005S00	M003D01	905.0	
M005S00-M003D01-905.0-mean	MISC	M005S00	M003D01	905.0	ps
M005S00-M003D01-905.0-variance	MISC	M005S00	M003D01	905.0	ps^2
M005S00-M003D05-690.0-sum	MISC	M005S00	M003D05	690.0	
M005S00-M003D05-690.0-mean	MISC	M005S00	M003D05	690.0	ps
M005S00-M003D05-690.0-variance	MISC	M005S00	M003D05	690.0	ps^2
M005S00-M003D05-905.0-sum	MISC	M005S00	M003D05	905.0	
M005S00-M003D05-905.0-mean	MISC	M005S00	M003D05	905.0	ps
M005S00-M003D05-905.0-variance	MISC	M005S00	M003D05	905.0	ps^2
M005S00-M005D00-690.0-sum	MISC	M005S00	M005D00	690.0	
M005S00-M005D00-690.0-mean	MISC	M005S00	M005D00	690.0	ps
M005S00-M005D00-690.0-variance	MISC	M005S00	M005D00	690.0	ps^2
M005S00-M005D00-905.0-sum	MISC	M005S00	M005D00	905.0	
M005S00-M005D00-905.0-mean	MISC	M005S00	M005D00	905.0	ps
M005S00-M005D00-905.0-variance	MISC	M005S00	M005D00	905.0	ps^2
M005S00-M005D01-690.0-sum	MISC	M005S00	M005D01	690.0	
M005S00-M005D01-690.0-mean	MISC	M005S00	M005D01	690.0	ps
M005S00-M005D01-690.0-variance	MISC	M005S00	M005D01	690.0	ps^2
M005S00-M005D01-905.0-sum	MISC	M005S00	M005D01	905.0	
M005S00-M005D01-905.0-mean	MISC	M005S00	M005D01	905.0	ps
M005S00-M005D01-905.0-variance	MISC	M005S00	M005D01	905.0	ps^2
M005S00-M005D02-690.0-sum	MISC	M005S00	M005D02	690.0	
M005S00-M005D02-690.0-mean	MISC	M005S00	M005D02	690.0	ps
M005S00-M005D02-690.0-variance	MISC	M005S00	M005D02	690.0	ps^2
M005S00-M005D02-905.0-sum	MISC	M005S00	M005D02	905.0	
M005S00-M005D02-905.0-mean	MISC	M005S00	M005D02	905.0	ps
M005S00-M005D02-905.0-variance	MISC	M005S00	M005D02	905.0	ps^2
M005S00-M005D03-690.0-sum	MISC	M005S00	M005D03	690.0	
M005S00-M005D03-690.0-mean	MISC	M005S00	M005D03	690.0	ps
M005S00-M005D03-690.0-variance	MISC	M005S00	M005D03	690.0	ps^2
M005S00-M005D03-905.0-sum	MISC	M005S00	M005D03	905.0	
M005S00-M005D03-905.0-mean	MISC	M005S00	M005D03	905.0	ps
M005S00-M005D03-905.0-variance	MISC	M005S00	M005D03	905.0	ps^2
M005S00-M005D04-690.0-sum	MISC	M005S00	M005D04	690.0	
M005S00-M005D04-690.0-mean	MISC	M005S00	M005D04	690.0	ps
M005S00-M005D04-690.0-variance	MISC	M005S00	M005D04	690.0	ps^2
M005S00-M005D04-905.0-sum	MISC	M005S00	M005D04	905.0	
M005S00-M005D04-905.0-mean	MISC	M005S00	M005D04	905.0	ps
M005S00-M005D04-905.0-variance	MISC	M005S00	M005D04	905.0	ps^2
M005S00-M005D05-690.0-sum	MISC	M005S00	M005D05	690.0	
M005S00-M005D05-690.0-mean	MISC	M005S00	M005D05	690.0	ps
M005S00-M005D05-690.0-variance	MISC	M005S00	M005D05	690.0	ps^2
M005S00-M005D05-905.0-sum	MISC	M005S00	M005D05	905.0	
M005S00-M005D05-905.0-mean	MISC	M005S00	M005D05	905.0	ps
M005S00-M005D05-905.0-variance	MISC	M005S00	M005D05	905.0	ps^2
M005S00-M007D03-690.0-sum	MISC	M005S00	M007D03	690.0	
M005S00-M007D03-690.0-mean	MISC	M005S00	M007D03	690.0	ps
M005S00-M007D03-690.0-variance	MISC	M005S00	M007D03	690.0	ps^2
M005S00-M007D03-905.0-sum	MISC	M005S00	M007D03	905.0	
M005S00-M007D03-905.0-mean	MISC	M005S00	M007D03	905.0	ps
M005S00-M007D03-905.0-variance	MISC	M005S00	M007D03	905.0	ps^2
M005S00-M009D00-690.0-sum	MISC	M005S00	M009D00	690.0	
M005S00-M009D00-690.0-mean	MISC	M005S00	M009D00	690.0	ps
M005S00-M009D00-690.0-variance	MISC	M005S00	M009D00	690.0	ps^2
M005S00-M009D00-905.0-sum	MISC	M005S00	M009D00	905.0	
M005S00-M009D00-905.0-mean	MISC	M005S00	M009D00	905.0	ps
M005S00-M009D00-905.0-variance	MISC	M005S00	M009D00	905.0	ps^2
M005S00-M009D01-690.0-sum	MISC	M005S00	M009D01	690.0	
M005S00-M009D01-690.0-mean	MISC	M005S00	M009D01	690.0	ps
M005S00-M009D01-690.0-variance	MISC	M005S00	M009D01	690.0	ps^2
M005S00-M009D01-905.0-sum	MISC	M005S00	M009D01	905.0	
M005S00-M009D01-905.0-mean	MISC	M005S00	M009D01	905.0	ps
M005S00-M009D01-905.0-variance	MISC	M005S00	M009D01	905.0	ps^2
M005S00-M009D02-690.0-sum	MISC	M005S00	M009D02	690.0	
M005S00-M009D02-690.0-mean	MISC	M005S00	M009D02	690.0	ps
M005S00-M009D02-690.0-variance	MISC	M005S00	M009D02	690.0	ps^2
M005S00-M009D02-905.0-sum	MISC	M005S00	M009D02	905.0	
M005S00-M009D02-905.0-mean	MISC	M005S00	M009D02	905.0	ps
M005S00-M009D02-905.0-variance	MISC	M005S00	M009D02	905.0	ps^2
M005S01-M005D00-690.0-sum	MISC	M005S01	M005D00	690.0	
M005S01-M005D00-690.0-mean	MISC	M005S01	M005D00	690.0	ps
M005S01-M005D00-690.0-variance	MISC	M005S01	M005D00	690.0	ps^2
M005S01-M005D00-905.0-sum	MISC	M005S01	M005D00	905.0	
M005S01-M005D00-905.0-mean	MISC	M005S01	M005D00	905.0	ps
M005S01-M005D00-905.0-variance	MISC	M005S01	M005D00	905.0	ps^2
M005S01-M005D01-690.0-sum	MISC	M005S01	M005D01	690.0	
M005S01-M005D01-690.0-mean	MISC	M005S01	M005D01	690.0	ps
M005S01-M005D01-690.0-variance	MISC	M005S01	M005D01	690.0	ps^2
M005S01-M005D01-905.0-sum	MISC	M005S01	M005D01	905.0	
M005S01-M005D01-905.0-mean	MISC	M005S01	M005D01	905.0	ps
