onset	duration	trial_type	value
10.72925353050232	20.01599884033203	Story	1.0
30.745253562927246	10.2239990234375	Silence	1.0
40.9702525138855	20.014999866485596	Noise	1.0
60.98725247383118	10.339999914169312	Silence	1.0
71.32825255393982	20.014999866485596	Story	1.0
91.34425258636475	10.157999992370605	Silence	1.0
101.5032525062561	20.013999938964844	Noise	1.0
121.5182523727417	9.940000057220459	Silence	1.0
131.46025252342224	20.014999866485596	Story	1.0
151.47625255584717	9.805999994277954	Silence	1.0
161.28325247764587	20.015000104904175	Noise	1.0
181.30025243759155	9.272000074386597	Silence	1.0
190.5732524394989	20.015000104904175	Noise	1.0
210.59025239944458	9.773000001907349	Silence	1.0
220.36425256729126	20.014999866485596	Story	1.0
240.3802523612976	9.790000200271606	Silence	1.0
250.17125248908997	20.014999866485596	Story	1.0
270.1872525215149	10.573999881744385	Silence	1.0
280.76325249671936	20.013999938964844	Noise	1.0
300.77825236320496	9.624000072479248	Silence	1.0
310.40325236320496	20.014000177383423	Noise	1.0
330.4192523956299	10.123000144958496	Silence	1.0
340.5442523956299	20.014000177383423	Story	1.0
360.5602524280548	10.60700011253357	Silence	1.0
371.16825246810913	20.015000104904175	Story	1.0
391.18425250053406	10.073999881744385	Silence	1.0
401.2592525482178	20.014999866485596	Noise	1.0
421.2752525806427	10.322999954223633	Silence	1.0
431.60025238990784	20.014000177383423	Story	1.0
451.615252494812	9.256999969482422	Silence	1.0
